lab_name,testcode,name,addnames,paneldetails,panelnames,posttests,preparment,kind,limitations,vessel,color,volume,bloodamount,pretransportconditions,transportconditions,maxtime,addressee,testpurpose,clinicalinfo,method,processingtime,specialdays,outtermonitoring,pricecode,comments
גסטרואנטרולוגיה,T78264411,Gastric Emptying,"C13-OCTANOIC ACID BREATH TEST, בדיקת התרוקנות קיבה - תבחין נשימה",,,,"הבדיקה מתבצעת במעבדה הגסטרואנטרולוגית לאחר תאום מראש.                                                       1. 48-72 שעות לפני תחילת הבדיקה יש להפסיק תרופות המשפיעות על תנועתיות הקיבה ביעוץ עם רופא מטפל  (פראמין \ מוטיליום \ אריתרומיצין \ רזולור \ נוגדי דכאון טריציקליים ו – SSRI  \ נוגדי כאב אופייאטים \  תרופות אנטי כולינרגיות – אטרופין וכדו \ ניפדיפין \ בנזודיאזפינים \ תאופילין \ אוקטראוטייד \ פרוגסטרון).
2. אסור להשתמש במשלשלים לפני או במהלך הבדיקה
3. יש להיות בצום של 8 שעות טרם הבדיקה. מותר לשתות מים עד שלוש שעות לפני הבדיקה.
4. אסור לעשן במהלך הצום.
5. נשים בגיל הפוריות – עדיף לבצע את הבדיקה במהלך עשרת הימים הראשונים למחזור.
6. חולי סוכרת המטופלים באינסולין יבדקו רמת סוכר לפני הבדיקה ויביאו איתם לבדיקה אינסולין וגלוקומטר. חולים עם רמת סוכר בצום מעל 250 – לא יעברו את הבדיקה עד לאיזון רמת סוכר.",אויר,משך הבדיקה כ-4 שעות. יש לסיים את אכילת המאפין תוך 10 דקות.,"ואקוטיינר - 10 מ""ל ללא תוסף‏",-- No Color assigned --,ללא,ללא,ללא,ללא,מבוצע במעבדה,המעבדה הגסטרואנטרולוגית,בדיקת זמן מעבר המזון והתרוקנות הקיבה באמצעות בדיקה ללא שימוש בחומר רדיואקטיבי (עם קרינת גאמה)‏,עקב הפרעה של הפעילות המוטורית של מערכת העיכול העליונה יש צורך לבדוק האם הקיבה מתרוקנת בקצב תקין.‏,"הנבדקים מגיעים בצום, נושפים למבחנה, מקבלים לאכול  עוגה (MUFFIN ) ואח""כ נושפים לתוך מבחנה כל 15 דקות במשך 4 שעות.‏ מבחנות האויר נבדקות במכשיר קורא מאסות ומחושב היחס בין האיזוטופים C12/C13.",7 ימים,לא,ללא,78264,
המעבדה לפריון הגבר ובנק הזרע,I9195317,Halosperm,Sperm DNA fragmentation,,,,מומלץ להימנע משפיכת זרע 48 שעות,זרע,נדרש מינימום של 20 מיליון זרעונים לביצוע הבדיקה ,כוסית שתן סטרילית,-- No Color assigned --,כל השפיכה‏,,טמפ' חדר,טמפ' חדר,שעה ממתן הדגימה,היחידה לפריון הגבר ובנק הזרע,"זיהוי שברים בדנ""א בתאי הזרע","בדיקת אחוז תאי הזרע שמציגים שברים בדנ""א. אחוז גבוה מ30% של תאי זרע עם שברים נמצא בקורלציה להפחתת הסיכוי להשגת הריון בהזרעות ובהפריה חוץ גופית",Halosperm® | Halotech DNA,2 ימים,לא,אין,אין קוד מקוצר,אין
המעבדה המרכזית לביוכימיה קלינית,"882525040
882525840","Copper in urine
(spot or collection)","נחושת בשתן, cuprum in urine",,,,דגימה אקראית או של איסוף 24 שעות,שתן,אין,מבחנה מזכוכית או פלסטיק לשתן ללא חומרים משמרים,yellow,"5 מ""ל",,קירור,קירור,,מוקד מעבדות,הערכה של מאזן ריכוזי נחושת בדם ובשתן,מסייעה באבחון ומעקב טיפול במחלות וילסון או מנקש,בליעה אטומית,שבוע,לא,NEQAS,82525,
,814192809+88719000,בדיקת רגישות לחיידקי NTM ונוקרדיה,,,,,,תרבית נקיה של החיידק,,חיידק MOTT- חיידק במבחנת MGIT או מבחנת Löwenstein–Jensen סגורות עם פקק מתברג     חיידקי נוקרדיה - צמיחה נקיה על פלטת דם / שוקולד ,-- No Color assigned --,,,,טמפרטורת החדר,,המעבדה המיקרוביולוגית,קביעת אנטיביוגראם לחיידקי מיקובקטריה שאינם שחפת (MOTT),,קביעת רגישות לפאנל אנטיביוטיקות בשיטת Sensititre,ימים 17,לא,CAP E ,87190X2,"1. על המעבדה השולחת לבצע זיהוי של החיידק ולשלוח את שם החיידק על טופס הבקשה לבדיקה
2. במקרה בו לא צויין שם החיידק על טופס הדרישה יבוצע זיהוי של החיידק בתשלום"
המעבדה המרכזית לביוכימיה קלינית,…..,deoxyhemoglobin,deoxyhemoglobin,,,,,דם מלא,ערבב היטב מיד לאחר הלקיחה למניעת קרישים. דם קרוש יגרום לביטול הביצוע,מזרק יעודי לבדיקת גזים ואלקטרוליטים,-- No Color assigned --,"1.5 מ""ל  דם מלא",,,,,היחידה לבדיקות דחופות של המעבדה המרכזית,…..,…..,ספקטרופוטומטריה,1 שעה,24/7,RIQAS,…..,
המעבדה המרכזית לביוכימיה קלינית,…..,hemoglobin saturation,hemoglobin oxygen saturation,,,,,דם מלא,"דם מלא במזרק יעודי, לערבב היטב מיד לאחר הלקיחה למניעת קרישים‏",מזרק יעודי לבדיקת גזים ואלקטרוליטים‏,-- No Color assigned --,"1.5 מ""ל  דם מלא‏",…..,,,,היחידה לבדיקות דחופות של המעבדה המרכזית,…..,…..,מחושב,1 שעה,כן,RIQAS,…..,
המעבדה המרכזית לביוכימיה קלינית,…..,potassium-whole blood,kalium,,,,,דם מלא,"מזרק יעודי, לערבב היטב מיד לאחר הלקיחה למניעת קרישים‏",מזרק יעודי לבדיקת גזים ואלקטרוליטים‏,-- No Color assigned --,"1.5 מ""ל  דם מלא‏",…..,,,,היחידה לבדיקות דחופות של המעבדה המרכזית,…..,…..,אלקטרוכימיה‏,1 שעה,כן,RIQAS,…..,
המעבדה המרכזית לביוכימיה קלינית,.....,glucose in whole blood,glucose,,,,,דם מלא,"דם מלא במזרק יעודי, לערבב היטב מיד לאחר הלקיחה למניעת קרישים‏. דגימת דם שעומדת זמן רב תתן ערכי גלוקוז מופחתים",מזרק יעודי לבדיקת גזים ואלקטרוליטים‏,-- No Color assigned --,"1.5 מ""ל  דם מלא‏","1.5 מ""ל דם מלא במזרק תקני",,גורמי פנים: טמפ החדר. גורמי חוץ בקירור,,היחידה לבדיקות דחופות של המעבדה המרכזית,"קביעת רמת גלוקוז בדם, מעקב אחרי טפול באינסולין, הערכת מטבוליזם פחמימות אצל הנבדק‏","עליה בסרום נצפית לא רק אצל חולים סוכרתיים אלא גם אצל חולים במחלות אנדוקריניות אחרות כמו לדוגמא חולי Cushing , פאוכרומוציטומה, גלוקגונומה, מחלת כבד חריפה, דלקת לבלב ומתן תרופות מסוימות. רמת גלוקוז בצום מעל 140 מ""ג לד""ל היא דיאגנוסטית לסוכרת. רמה של למעלה מ- 200 מ""ג לד""ל לאחר ארוחה אף היא דיאגנוסטית לסוכרת. הסכנה של היפוגליקמיה היא בחוסר אספקה סדירה של גלוקוז למוח. סיבות להיפוגליקמיה יכולות להיות: עודף אינסולין מופרש, מתן עודף של אינסולין בהזרקה, ומתן סולפנילאוריאה.‏","enzymatic reaction, amperometry",1 שעות,24/7,RIQAS,.....,
המעבדה המרכזית לביוכימיה קלינית,.....,sodium-whole blood,natrium,,,,"דם מלא במזרק יעודי, לערבב היטב מיד לאחר הלקיחה למניעת קרישים‏",דם מלא,"דם מלא במזרק יעודי, לערבב היטב מיד לאחר הלקיחה למניעת קרישים‏. הדגימה חייבת להישמר בקרח במשך כל השינוע, חריגה מתנאי זה תגרום לעלייה משמעותית בערך הנמדד",מזרק יעודי לבדיקת גזים ואלקטרוליטים‏,-- No Color assigned --,"1.5 מ""ל  דם מלא‏","1 מ""ל פלסמה (2 מ""ל דם מלא)‏",,גורמי פנים וחוץ: טמפ החדר. ,,היחידה לבדיקות דחופות של המעבדה המרכזית,הערכת מאזן האלקטרוליטים‏,"שיטה חילופית (ישירה) להערכת נתרן בדם. במקרה של ליפמיה חזקה (וגם היפרפרוטאינמיה)- תיתכן ירידה משמעותית בערך הנמדד במדידה עקיפה (סרום), לכן מומלץ לבצע מדידה במסגרת פנל הגזים (מדידה ישירה).
",אלקטרוכימיה‏,1 שעות,24/7,RIQAS,.....,
המעבדה המרכזית לביוכימיה קלינית,1886141010,C-Reactive Protein Wide range (wr-CRP),"High sensitive CRP, CRP, WCRP",,,,יש לקחת דם מהנבדק באמצעות מבחנת הוקוטיינר.‏,"גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר עם ג'ל‏,peach," 0.5מ""ל סרום (1 מ""ל דם מלא)‏"," 4 מ""ל סרום (7 מ""ל דם מלא)‏"," 7 ימים בקירור
1 חודשים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך שעתיים מלקיחה,מוקד מעבדות,הערכת גורמי סכון למחלות קרדיווסקולריות‏," רמות CRP משמשות בהערכה של זהום, פגיעה ברקמות, תהליכים דלקתיים ומחלות הקשורות לתופעות אלו. עליות בערך CRP אינן ספציפיות למחלה מסוימת ויש להתיחס לרמות אלו יחד עם ההערכה הקלינית המלאה של החולה. בשנים האחרונות מקובל להתיחס לרמות הנמוכות של CRP כאינדיקטיביות (בנוסף לגורמי סכון נוספים) לסכוי לחלות במחלות קרדיווסקולריות.‏",בשיטה נמדדת רמת ה-CRP בסרום ופלסמה בשיטה אימונוטורבידימטרית עם גרגירי לטקס. שיטה זו מבוססת על מדידת רכוז האנליט כפוקציה של פזור האור הנגרם על ידי האגרגטים של הלטקס. חלקיקי הלטקס המצופים באנטי CRP עוברים אגלוטינציה בקלות בנוכחות תמיסת CRP.  ריאגנט ה-wrCRP על גרגירי הלטקס הוא תרחיף של חלקיקי לטקס אחידים העשויים מפוליסטירן והמצופים בנוגדן אנטי CRP. כאשר סרום המכיל CRP מעורבב עם ריאגנט הלטקס מתרחשת אגלוטינציה הגורמת להעלאת העכירות. עכירות זו נתן למדוד ב- 571 nm. רכוז ה-CRP בסרום נקבע לפי עקומת הכיול המתקבלת על ידי מדידת הבליעה של דגימות הכיול. Advia 1650‏,180 דקות,מבוצע 7 ימים בשבוע במשמרת בוקר,"EQAS, CAP",86141,
